PRICE,BHK,LOCATION,AREA,BATHROOMS,FURNISH
"₹70,011",3 BHK,"in Nanakaramguda, Hyderabad",2178 sq.ft,,Fully
"₹45,011",2 BHK,"in Nallagandla, Hyderabad",1594 sq.ft,,Semi
"₹45,011",3 BHK,"in Kokapet, Hyderabad",2344 sq.ft,,Semi
"₹50,011",3 BHK,"in Borabanda, Hyderabad",2775 sq.ft,,Semi
"₹85,011",3 BHK,"in Kondapur, Hyderabad",3056 sq.ft,,Semi
"₹80,012",3 BHK,"in Kokapet, Hyderabad",2561 sq.ft,,Fully
"₹70,011",4 BHK,"in Nanakaramguda, Hyderabad",2491 sq.ft,,Semi
"₹60,011",3 BHK,"in Nanakaramguda, Hyderabad",2438 sq.ft,,Semi
"₹65,012",3 BHK,"in Gopanapalli, Hyderabad",2456 sq.ft,,Fully
"₹70,012",2 BHK,"in Nallagandla, Hyderabad",2444 sq.ft,,Fully
"₹60,012",3 BHK,"in Kokapet, Hyderabad",2275 sq.ft,,Semi
"₹80,012",3 BHK,"in Narsingi, Hyderabad",2656 sq.ft,,Semi
"₹1,00,021",4 BHK,"in Manikonda, Hyderabad",4574 sq.ft,,Fully
"₹45,011",2 BHK,"in Nallagandla, Hyderabad",1544 sq.ft,,Semi
"₹2,20,011",3 BHK,"in Rai Durg, Hyderabad",4288 sq.ft,,Semi
"₹65,011",3 BHK,"in Nallagandla, Hyderabad",2481 sq.ft,,Semi
"₹1,00,012",3 BHK,"in Kondapur, Hyderabad",2988 sq.ft,,Semi
"₹75,011",3 BHK,"in Kondapur, Hyderabad",2438 sq.ft,,Semi
"₹75,012",3 BHK,"in Kokapet, Hyderabad",2794 sq.ft,,Semi
"₹65,021",3 BHK,"in Nallagandla, Hyderabad",2481 sq.ft,,Semi
"₹50,021",2 BHK,"in Gopanapalli, Hyderabad",1938 sq.ft,,Semi
"₹1,00,000",3 BHK,"in Kondapur, Hyderabad",3000 sq.ft,,Semi
"₹25,000",3 BHK,"in Yapral, Hyderabad",1700 sq.ft,,Semi
"₹20,000",3 BHK,"in Nacharam, Hyderabad",1500 sq.ft,Bathrooms2,Semi
"₹55,000",2 BHK,"in Kondapur, Hyderabad",1630 sq.ft,,Semi
"₹50,000",2 BHK,"in Kondapur, Hyderabad",1290 sq.ft,,Semi
"₹68,000",3 BHK,"in Kondapur, Hyderabad",1840 sq.ft,,Semi
"₹65,012",3 BHK,"in Gopanapalli, Hyderabad",2456 sq.ft,,Fully
"₹75,012",3 BHK,"in Kokapet, Hyderabad",2794 sq.ft,,Semi
"₹1,85,000",4 BHK,"in Hafeezpet, Hyderabad",4500 sq.ft,,Semi
"₹2,60,000",4 BHK,"in Banjara Hills, Hyderabad",4000 sq.ft,,Semi
"₹72,000",3 BHK,"in Kondapur, Hyderabad",1965 sq.ft,,Semi
"₹65,000",3 BHK,"in Kondapur, Hyderabad",1965 sq.ft,,Semi
"₹50,000",2 BHK,"in Kondapur, Hyderabad",1290 sq.ft,,Semi
"₹50,000",2 BHK,"in Kondapur, Hyderabad",1295 sq.ft,,Semi
"₹60,000",3 BHK,"in Kokapet, Hyderabad",1750 sq.ft,,Semi
"₹10,000",1 BHK,"in Ameerpet, Hyderabad",590 sq.ft,Bathrooms1,Un
"₹34,000",3 BHK,"in Neknampur, Hyderabad",1750 sq.ft,,Semi
"₹27,000",2 BHK,"in Kondapur, Hyderabad",1150 sq.ft,Bathrooms2,Semi
"₹18,000",2 BHK,"in Nallakunta, Hyderabad",1100 sq.ft,,Semi
"₹20,000",2 BHK,"in Nallakunta, Hyderabad",1100 sq.ft,Bathrooms2,Fully
"₹24,000",2 BHK,"in Serilingampally, Hyderabad",1150 sq.ft,Bathrooms2,Semi
"₹26,000",1 BHK,"in Kondapur, Hyderabad",500 sq.ft,Bathrooms1,Fully
"₹22,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Fully
"₹20,000",2 BHK,"in Alwal, Hyderabad",2500 sq.ft,Bathrooms2,Fully
"₹18,400",3 BHK,"in Toli Chowki, Hyderabad",2200 sq.ft,Bathrooms1,Fully
"₹85,000",5 BHK,"in Habsiguda, Hyderabad",5400 sq.ft,Bathrooms6,Semi
"₹67,000",3 BHK,"in Kondapur, Hyderabad",2000 sq.ft,,Semi
"₹1,20,000",3 BHK,"in Yousufguda, Hyderabad",3000 sq.ft,Bathrooms3,Fully
"₹15,000",2 BHK,"in Alwal, Hyderabad",2400 sq.ft,Bathrooms2,Un
"₹20,000",2 BHK,"in Bandlaguda Jagir, Hyderabad",1200 sq.ft,Bathrooms2,Semi
"₹70,000",3 BHK,"in Banjara Hills, Hyderabad",2800 sq.ft,,Semi
"₹1,20,000",3 BHK,"in Jubilee Hills, Hyderabad",3200 sq.ft,Bathrooms3,Semi
"₹1,50,000",4 BHK,"in Banjara Hills, Hyderabad",3500 sq.ft,Bathrooms4,Semi
"₹1,51,000",3 BHK,"in Banjara Hills, Hyderabad",3000 sq.ft,Bathrooms3,Semi
"₹1,80,000",4 BHK,"in Jubilee Hills, Hyderabad",4000 sq.ft,Bathrooms5,Semi
"₹9,000",2 BHK,"in Nadergul, Hyderabad",1200 sq.ft,Bathrooms2,Un
"₹28,000",2 BHK,"in Kondapur, Hyderabad",1100 sq.ft,Bathrooms2,Fully
"₹28,000",2 BHK,"in Mehdipatnam, Hyderabad",1300 sq.ft,,Fully
"₹60,000",3 BHK,"in Punjagutta, Hyderabad",2000 sq.ft,Bathrooms3,Semi
"₹28,000",3 BHK,"in Bandlaguda Jagir, Hyderabad",1600 sq.ft,Bathrooms3,Semi
"₹11,000",2 BHK,"in Boduppal, Hyderabad",800 sq.ft,Bathrooms2,Semi
"₹50,000",3 BHK,"in Nanakaramguda, Hyderabad",1881 sq.ft,,Semi
"₹82,500",3 BHK,"in Kondapur, Hyderabad",2300 sq.ft,Bathrooms3,Fully
"₹55,000",3 BHK,"in Borabanda, Hyderabad",1793 sq.ft,,Semi
"₹38,000",2 BHK,"in Nallagandla, Hyderabad",1270 sq.ft,,Semi
"₹8,000",2 BHK,"in Siddipet, Hyderabad",800 sq.ft,Bathrooms2,Un
"₹26,000",3 BHK,"in Bowrampet, Hyderabad",1600 sq.ft,,Semi
"₹21,000",3 BHK,"in Kapra, Hyderabad",1350 sq.ft,Bathrooms2,Semi
"₹1,15,000",3 BHK,"in Kondapur, Hyderabad",2440 sq.ft,,Semi
"₹67,000",3 BHK,"in Nanakaramguda, Hyderabad",2043 sq.ft,,Semi
"₹1,15,000",3 BHK,"in Kondapur, Hyderabad",2415 sq.ft,,Fully
"₹30,000",3 BHK,"in Ameenpur, Hyderabad",1515 sq.ft,,Semi
"₹1,70,000",4 BHK,"in Madhapur, Hyderabad",5500 sq.ft,Bathrooms4,Semi
"₹55,000",3 BHK,"in Gopanapalli, Hyderabad",1550 sq.ft,,Semi
"₹38,000",4 BHK,"in Banjara Hills, Hyderabad",1500 sq.ft,Bathrooms3,Semi
"₹35,000",2 BHK,"in Hafeezpet, Hyderabad",1200 sq.ft,Bathrooms2,Fully
"₹23,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Fully
"₹28,000",1 BHK,"in Kondapur, Hyderabad",900 sq.ft,Bathrooms1,Fully
"₹22,000",1 BHK,"in Kondapur, Hyderabad",800 sq.ft,Bathrooms1,Fully
"₹23,000",1 BHK,"in Kondapur, Hyderabad",850 sq.ft,Bathrooms1,Semi
"₹23,000",1 BHK,"in Kondapur, Hyderabad",800 sq.ft,Bathrooms1,Fully
"₹20,000",1 BHK,"in Kondapur, Hyderabad",850 sq.ft,Bathrooms1,Semi
"₹20,000",1 BHK,"in Kondapur, Hyderabad",850 sq.ft,Bathrooms1,Semi
"₹26,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Fully
"₹24,000",1 BHK,"in Kondapur, Hyderabad",800 sq.ft,Bathrooms1,Fully
"₹23,000",1 BHK,"in Kondapur, Hyderabad",850 sq.ft,Bathrooms1,Semi
"₹23,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Fully
"₹23,000",1 BHK,"in Kondapur, Hyderabad",850 sq.ft,Bathrooms1,Semi
"₹40,000",2 BHK,"in Hafeezpet, Hyderabad",1275 sq.ft,Bathrooms2,Fully
"₹28,000",2 BHK,"in Hafeezpet, Hyderabad",1200 sq.ft,Bathrooms2,Semi
"₹11,000",2 BHK,"in Pocharam, Secunderabad",800 sq.ft,Bathrooms2,Semi
"₹16,500",3 BHK,"in Sainikpuri, Hyderabad",1310 sq.ft,Bathrooms3,Semi
"₹24,000",2 BHK,"in Mallampet, Hyderabad",1120 sq.ft,,Semi
"₹18,000",2 BHK,"in Malkajgiri, Hyderabad",1100 sq.ft,,Semi
"₹25,000",3 BHK,"in Bowrampet, Hyderabad",1550 sq.ft,,Semi
"₹10,000",2 BHK,"in Hayathnagar, Hyderabad",1000 sq.ft,Bathrooms2,Un
"₹18,000",2 BHK,"in Dilsukh Nagar, Hyderabad",900 sq.ft,,Semi
"₹60,000",3 BHK,"in Serilingampally, Hyderabad",2070 sq.ft,,Semi
"₹29,000",3 BHK,"in Mettakanigudem, Hyderabad",1250 sq.ft,,Fully
"₹60,000",3 BHK,"in Serilingampally, Hyderabad",2070 sq.ft,,Semi
"₹15,000",2 BHK,"in Shivaji Nagar, Hyderabad",720 sq.ft,Bathrooms2,Un
"₹12,000",2 BHK,"in Santosh Nagar, Hyderabad",1000 sq.ft,Bathrooms1,Un
"₹1,00,000",4 BHK,"in Tellapur, Hyderabad",3233 sq.ft,,Semi
"₹50,000",3 BHK,"in Nallagandla, Hyderabad",1550 sq.ft,,Semi
"₹19,500",1 BHK,"in Kondapur, Hyderabad",850 sq.ft,Bathrooms1,Semi
"₹34,500",3 BHK,"in Gachibowli, Hyderabad",1900 sq.ft,Bathrooms3,Semi
"₹16,000",1 BHK,"in Kondapur, Hyderabad",720 sq.ft,Bathrooms1,Semi
"₹22,500",1 BHK,"in Kondapur, Hyderabad",720 sq.ft,Bathrooms1,Fully
"₹27,500",2 BHK,"in Kondapur, Hyderabad",1400 sq.ft,Bathrooms2,Semi
"₹40,000",2 BHK,"in Madhapur, Hyderabad",1250 sq.ft,Bathrooms2,Fully
"₹35,000",2 BHK,"in Kondapur, Hyderabad",1250 sq.ft,Bathrooms2,Fully
"₹14,000",1 BHK,"in Kondapur, Hyderabad",800 sq.ft,Bathrooms1,Un
"₹18,000",1 BHK,"in Kondapur, Hyderabad",800 sq.ft,Bathrooms1,Semi
"₹34,000",3 BHK,"in Kondapur, Hyderabad",1700 sq.ft,Bathrooms3,Fully
"₹23,000",2 BHK,"in Narayanguda, Hyderabad",1100 sq.ft,Bathrooms1,Semi
"₹35,000",3 BHK,"in Basheer Bagh, Hyderabad",1800 sq.ft,Bathrooms3,Fully
"₹40,000",3 BHK,"in Hyderguda, Hyderabad",1700 sq.ft,Bathrooms3,Fully
"₹20,000",2 BHK,"in Pragathi Nagar, Hyderabad",1100 sq.ft,Bathrooms2,Semi
"₹55,000",3 BHK,"in Begumpet, Hyderabad",1800 sq.ft,Bathrooms3,Fully
"₹28,000",3 BHK,"in Pragathi Nagar, Hyderabad",1900 sq.ft,Bathrooms3,Semi
"₹26,000",2 BHK,"in Kondapur, Hyderabad",1250 sq.ft,Bathrooms2,Semi
"₹35,000",2 BHK,"in Kondapur, Hyderabad",1150 sq.ft,Bathrooms1,Fully
"₹35,000",2 BHK,"in Madhapur, Hyderabad",1100 sq.ft,Bathrooms2,Fully
"₹20,000",2 BHK,in Ameerpet ,1250 sq.ft,,Semi
"₹7,500",1 BHK,in Nagaram South Hyderabad,1200 sq.ft,Bathrooms1,Un
"₹12,500",2 BHK,in Nagaram South Hyderabad,1457 sq.ft,Bathrooms2,Un
"₹12,000",2 BHK,in Nagaram South Hyderabad,1200 sq.ft,Bathrooms2,Un
"₹12,000",2 BHK,in Nagaram South Hyderabad,1150 sq.ft,Bathrooms2,Semi
"₹10,000",2 BHK,in Nagaram South Hyderabad,1500 sq.ft,Bathrooms2,Un
"₹10,000",2 BHK,in Nagaram South Hyderabad,1250 sq.ft,Bathrooms2,Semi
"₹9,500",2 BHK,in Nagaram South Hyderabad,970 sq.ft,,Un
"₹18,000",3 BHK,"in Maheshwaram, Hyderabad",1500 sq.ft,Bathrooms3,Un
"₹18,000",2 BHK,"in Maheshwaram, Hyderabad",1200 sq.ft,Bathrooms2,Semi
"₹6,000",1 BHK,"in Maheshwaram, Hyderabad",550 sq.ft,Bathrooms1,Semi
"₹8,000",1 BHK,"in Maheshwaram, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹12,000",3 BHK,"in Maheshwaram, Hyderabad",1450 sq.ft,Bathrooms3,Semi
"₹18,000",3 BHK,"in Maheshwaram, Hyderabad",1800 sq.ft,Bathrooms3,Semi
"₹20,000",3 BHK,"in Maheshwaram, Hyderabad",1800 sq.ft,Bathrooms3,Semi
"₹8,000",2 BHK,"in Maheshwaram, Hyderabad",1000 sq.ft,Bathrooms2,Semi
"₹10,000",2 BHK,"in Maheshwaram, Hyderabad",1100 sq.ft,Bathrooms2,Semi
"₹20,000",2 BHK,in Ameerpet ,1250 sq.ft,,Semi
"₹7,500",1 BHK,in Nagaram South Hyderabad,1200 sq.ft,Bathrooms1,Un
"₹12,500",2 BHK,in Nagaram South Hyderabad,1457 sq.ft,Bathrooms2,Un
"₹12,000",2 BHK,in Nagaram South Hyderabad,1200 sq.ft,Bathrooms2,Un
"₹12,000",2 BHK,in Nagaram South Hyderabad,1150 sq.ft,Bathrooms2,Semi
"₹10,000",2 BHK,in Nagaram South Hyderabad,1500 sq.ft,Bathrooms2,Un
"₹10,000",2 BHK,in Nagaram South Hyderabad,1250 sq.ft,Bathrooms2,Semi
"₹9,500",2 BHK,in Nagaram South Hyderabad,970 sq.ft,,Un
"₹18,000",3 BHK,"in Maheshwaram, Hyderabad",1500 sq.ft,Bathrooms3,Un
"₹18,000",2 BHK,"in Maheshwaram, Hyderabad",1200 sq.ft,Bathrooms2,Semi
"₹6,000",1 BHK,"in Maheshwaram, Hyderabad",550 sq.ft,Bathrooms1,Semi
"₹8,000",1 BHK,"in Maheshwaram, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹12,000",3 BHK,"in Maheshwaram, Hyderabad",1450 sq.ft,Bathrooms3,Semi
"₹18,000",3 BHK,"in Maheshwaram, Hyderabad",1800 sq.ft,Bathrooms3,Semi
"₹20,000",3 BHK,"in Maheshwaram, Hyderabad",1800 sq.ft,Bathrooms3,Semi
"₹8,000",2 BHK,"in Maheshwaram, Hyderabad",1000 sq.ft,Bathrooms2,Semi
"₹10,000",2 BHK,"in Maheshwaram, Hyderabad",1100 sq.ft,Bathrooms2,Semi
"₹20,000",2 BHK,in Ameerpet ,1250 sq.ft,,Semi
"₹12,500",2 BHK,in Nagaram South Hyderabad,1457 sq.ft,Bathrooms2,Un
"₹7,500",1 BHK,in Nagaram South Hyderabad,1200 sq.ft,Bathrooms1,Un
"₹12,000",2 BHK,in Nagaram South Hyderabad,1200 sq.ft,Bathrooms2,Un
"₹12,000",2 BHK,in Nagaram South Hyderabad,1150 sq.ft,Bathrooms2,Semi
"₹10,000",2 BHK,in Nagaram South Hyderabad,1500 sq.ft,Bathrooms2,Un
"₹10,000",2 BHK,in Nagaram South Hyderabad,1250 sq.ft,Bathrooms2,Semi
"₹9,500",2 BHK,in Nagaram South Hyderabad,970 sq.ft,,Un
"₹18,000",3 BHK,"in Maheshwaram, Hyderabad",1500 sq.ft,Bathrooms3,Un
"₹18,000",2 BHK,"in Maheshwaram, Hyderabad",1200 sq.ft,Bathrooms2,Semi
"₹6,000",1 BHK,"in Maheshwaram, Hyderabad",550 sq.ft,Bathrooms1,Semi
"₹8,000",1 BHK,"in Maheshwaram, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹12,000",3 BHK,"in Maheshwaram, Hyderabad",1450 sq.ft,Bathrooms3,Semi
"₹18,000",3 BHK,"in Maheshwaram, Hyderabad",1800 sq.ft,Bathrooms3,Semi
"₹20,000",3 BHK,"in Maheshwaram, Hyderabad",1800 sq.ft,Bathrooms3,Semi
"₹8,000",2 BHK,"in Maheshwaram, Hyderabad",1000 sq.ft,Bathrooms2,Semi
"₹10,000",2 BHK,"in Maheshwaram, Hyderabad",1100 sq.ft,Bathrooms2,Semi
